2,P07-R01-PastaSalad,2751,2808,2,2,2
7,P15-R01-PastaSalad,19562,19730,3,10,13
8,P20-R03-BaconAndEggs,5256,5315,2,12,15
11,P25-R06-GreekSalad,46011,46032,5,14,18
13,P25-R06-GreekSalad,31078,31189,8,2,69
14,P01-R02-TurkeySandwich,1869,1937,4,4,4
15,P13-R01-PastaSalad,45483,45577,3,10,13
16,P22-R03-BaconAndEggs,13370,13518,0,0,0
17,P01-R02-TurkeySandwich,28799,28831,5,14,18
18,P19-R03-BaconAndEggs,40329,40435,5,12,19
21,OP03-R01-PastaSalad,6569,6767,3,3,3
22,OP01-R05-Cheeseburger,8924,9078,12,21,42
23,OP03-R04-ContinentalBreakfast,8492,8521,11,4,27
25,P23-R03-BaconAndEggs,22118,22213,2,20,48
26,P23-R03-BaconAndEggs,7536,7575,2,27,40
27,OP02-R02-TurkeySandwich,8384,8411,2,2,2
29,P09-R01-PastaSalad,18371,18399,2,2,2
31,P17-R03-BaconAndEggs,18415,18603,6,8,9
33,OP02-R03-BaconAndEggs,11862,11914,2,28,41
38,P01-R02-TurkeySandwich,25944,25976,4,4,4
40,OP01-R05-Cheeseburger,10495,10543,1,1,1
41,P19-R03-BaconAndEggs,12986,13068,5,20,28
42,P21-R05-Cheeseburger,20339,20384,5,6,12
43,OP02-R06-GreekSalad,1125,1224,2,12,15
44,P09-R02-TurkeySandwich,3316,3393,1,1,1
49,P23-R03-BaconAndEggs,45291,45428,8,18,23
51,P22-R03-BaconAndEggs,29475,29799,15,44,84
52,OP04-R07-Pizza,16383,16417,6,8,9
53,P20-R04-ContinentalBreakfast,18867,18975,6,8,9
56,P21-R05-Cheeseburger,20709,20789,1,1,1
59,P21-R06-GreekSalad,22743,22783,4,4,4
60,P23-R03-BaconAndEggs,68212,68417,2,17,22
62,P11-R01-PastaSalad,16088,16160,3,15,20
63,P25-R06-GreekSalad,8016,8052,1,5,6
65,P17-R04-ContinentalBreakfast,4379,4447,7,6,36
68,P13-R01-PastaSalad,80968,81037,9,23,79
69,P10-R06-GreekSalad,4357,4393,5,37,74
70,P14-R02-TurkeySandwich,14131,14176,5,30,51
75,P06-R01-PastaSalad,20636,20695,1,1,1
76,OP01-R01-PastaSalad,18423,18471,1,25,37
78,P03-R01-PastaSalad,48122,48145,5,16,21
80,P22-R03-BaconAndEggs,42354,42435,6,8,9
85,P21-R03-BaconAndEggs,20905,20962,1,1,1
86,OP03-R05-Cheeseburger,4153,4234,6,8,9
88,P21-R05-Cheeseburger,21752,21790,5,32,55
89,P13-R01-PastaSalad,57639,57675,5,17,87
90,OP01-R06-GreekSalad,2797,2849,2,7,61
91,P25-R06-GreekSalad,19049,19115,1,5,6
93,P04-R01-PastaSalad,62730,62809,1,11,14
94,P19-R03-BaconAndEggs,27683,27933,8,18,23
97,P13-R01-PastaSalad,51677,51759,5,14,18
101,P02-R01-PastaSalad,10732,10799,3,10,13
103,P09-R01-PastaSalad,56090,56272,9,13,75
106,P13-R01-PastaSalad,56110,56170,2,31,93
109,OP01-R01-PastaSalad,16732,16771,1,25,37
116,P02-R05-Cheeseburger,28122,28266,1,33,57
124,P16-R03-BaconAndEggs,33513,33591,7,35,104
126,P13-R01-PastaSalad,37548,37585,2,2,2
128,P11-R02-TurkeySandwich,8729,8794,2,34,58
129,P20-R03-BaconAndEggs,4825,4883,2,12,15
135,P01-R01-PastaSalad,16283,16319,5,17,87
137,P25-R06-GreekSalad,28810,28846,7,25,97
138,P14-R01-PastaSalad,53469,53517,9,2,25
145,P13-R01-PastaSalad,46708,46735,12,10,64
148,OP06-R02-TurkeySandwich,7878,7951,5,21,30
149,P10-R02-TurkeySandwich,2244,2289,2,21,53
150,P25-R06-GreekSalad,22977,23002,5,13,17
