1,P05-R01-PastaSalad,17497,17581,3,3,3
2,P07-R01-PastaSalad,2751,2808,2,2,2
7,P15-R01-PastaSalad,19562,19730,3,10,13
8,P20-R03-BaconAndEggs,5256,5315,2,12,15
11,P25-R06-GreekSalad,46011,46032,5,14,18
13,P25-R06-GreekSalad,31078,31189,8,2,69
15,P13-R01-PastaSalad,45483,45577,3,10,13
16,P22-R03-BaconAndEggs,13370,13518,0,0,0
18,P19-R03-BaconAndEggs,40329,40435,5,12,19
19,P09-R01-PastaSalad,37792,37842,2,31,93
24,OP04-R06-GreekSalad,8974,9002,1,1,1
25,P23-R03-BaconAndEggs,22118,22213,2,20,48
26,P23-R03-BaconAndEggs,7536,7575,2,27,40
29,P09-R01-PastaSalad,18371,18399,2,2,2
31,P17-R03-BaconAndEggs,18415,18603,6,8,9
39,P01-R01-PastaSalad,2147,2182,2,20,48
41,P19-R03-BaconAndEggs,12986,13068,5,20,28
42,P21-R05-Cheeseburger,20339,20384,5,6,12
44,P09-R02-TurkeySandwich,3316,3393,1,1,1
49,P23-R03-BaconAndEggs,45291,45428,8,18,23
51,P22-R03-BaconAndEggs,29475,29799,15,44,84
52,OP04-R07-Pizza,16383,16417,6,8,9
53,P20-R04-ContinentalBreakfast,18867,18975,6,8,9
56,P21-R05-Cheeseburger,20709,20789,1,1,1
57,OP06-R03-BaconAndEggs,10558,10579,1,1,1
59,P21-R06-GreekSalad,22743,22783,4,4,4
60,P23-R03-BaconAndEggs,68212,68417,2,17,22
62,P11-R01-PastaSalad,16088,16160,3,15,20
63,P25-R06-GreekSalad,8016,8052,1,5,6
65,P17-R04-ContinentalBreakfast,4379,4447,7,6,36
67,P07-R01-PastaSalad,55179,55211,5,20,28
68,P13-R01-PastaSalad,80968,81037,9,23,79
69,P10-R06-GreekSalad,4357,4393,5,37,74
70,P14-R02-TurkeySandwich,14131,14176,5,30,51
75,P06-R01-PastaSalad,20636,20695,1,1,1
78,P03-R01-PastaSalad,48122,48145,5,16,21
79,OP03-R06-GreekSalad,19313,19344,7,25,97
80,P22-R03-BaconAndEggs,42354,42435,6,8,9
85,P21-R03-BaconAndEggs,20905,20962,1,1,1
88,P21-R05-Cheeseburger,21752,21790,5,32,55
89,P13-R01-PastaSalad,57639,57675,5,17,87
91,P25-R06-GreekSalad,19049,19115,1,5,6
94,P19-R03-BaconAndEggs,27683,27933,8,18,23
95,OP03-R04-ContinentalBreakfast,1027,1067,1,6,24
97,P13-R01-PastaSalad,51677,51759,5,14,18
101,P02-R01-PastaSalad,10732,10799,3,10,13
102,P07-R01-PastaSalad,13189,13315,1,11,14
106,P13-R01-PastaSalad,56110,56170,2,31,93
122,P04-R06-GreekSalad,30311,30330,2,17,22
123,OP03-R06-GreekSalad,11442,11461,2,7,61
124,P16-R03-BaconAndEggs,33513,33591,7,35,104
126,P13-R01-PastaSalad,37548,37585,2,2,2
127,P10-R01-PastaSalad,25786,25957,0,0,0
128,P11-R02-TurkeySandwich,8729,8794,2,34,58
129,P20-R03-BaconAndEggs,4825,4883,2,12,15
130,P10-R01-PastaSalad,53387,53407,5,32,55
137,P25-R06-GreekSalad,28810,28846,7,25,97
138,P14-R01-PastaSalad,53469,53517,9,2,25
145,P13-R01-PastaSalad,46708,46735,12,10,64
147,OP03-R07-Pizza,10538,10570,2,12,15
148,OP06-R02-TurkeySandwich,7878,7951,5,21,30
149,P10-R02-TurkeySandwich,2244,2289,2,21,53
150,P25-R06-GreekSalad,22977,23002,5,13,17
151,P22-R03-BaconAndEggs,69403,69498,2,17,22
152,P10-R06-GreekSalad,19271,19303,2,2,2
154,P14-R01-PastaSalad,14069,14103,4,4,4
155,P02-R01-PastaSalad,12459,12635,3,3,3
156,P17-R03-BaconAndEggs,29208,29286,10,19,26
158,P13-R01-PastaSalad,36707,36731,2,2,2
160,P21-R03-BaconAndEggs,27236,27724,0,0,0
161,P18-R03-BaconAndEggs,5715,5747,1,11,14
162,P21-R04-ContinentalBreakfast,22885,22931,1,1,1
165,P22-R03-BaconAndEggs,29302,29360,1,1,1
166,P20-R04-ContinentalBreakfast,24644,25002,15,46,86
181,P24-R03-BaconAndEggs,9360,9389,2,6,7
182,P13-R01-PastaSalad,63708,63891,3,9,11
183,P07-R01-PastaSalad,61967,62053,2,32,52
184,OP04-R02-TurkeySandwich,4082,4110,5,30,51
189,P06-R01-PastaSalad,27755,27862,15,44,84
190,OP06-R04-ContinentalBreakfast,3664,3732,5,12,19
193,P10-R05-Cheeseburger,23836,23857,2,6,7
194,P07-R01-PastaSalad,29670,29694,5,2,5
200,OP05-R03-BaconAndEggs,11962,12006,2,12,15
209,P19-R04-ContinentalBreakfast,19786,19831,5,14,18
212,P21-R03-BaconAndEggs,19691,19830,0,0,0
213,OP01-R01-PastaSalad,41712,41746,15,19,78
214,P09-R01-PastaSalad,15606,15695,3,3,3
215,P13-R01-PastaSalad,33779,33876,5,16,21
216,P02-R05-Cheeseburger,12919,12999,8,22,31
218,P13-R01-PastaSalad,43457,43528,3,7,8
219,P15-R01-PastaSalad,3346,3451,15,46,86
221,P09-R01-PastaSalad,28687,28748,3,7,8
223,P23-R03-BaconAndEggs,42398,42477,8,13,99
225,P10-R01-PastaSalad,43462,43662,9,31,50
226,OP06-R04-ContinentalBreakfast,8116,8252,7,6,36
228,P10-R01-PastaSalad,6690,7233,3,3,3
229,P12-R02-TurkeySandwich,5438,5823,12,21,42
230,P10-R05-Cheeseburger,20102,20128,5,12,19
231,P04-R06-GreekSalad,20355,20372,1,25,37
234,P05-R01-PastaSalad,49264,49418,0,0,0
236,P25-R06-GreekSalad,64171,64202,7,5,33
238,P18-R03-BaconAndEggs,37322,37407,1,33,57
239,P22-R03-BaconAndEggs,94729,94769,9,2,25
241,P22-R03-BaconAndEggs,94390,94430,18,48,95
243,P02-R06-GreekSalad,4359,4385,3,3,3
244,P22-R03-BaconAndEggs,64677,64990,9,2,25
250,P16-R03-BaconAndEggs,2421,2473,2,16,29
251,OP04-R01-PastaSalad,21247,21268,5,16,21
252,P23-R03-BaconAndEggs,46902,46952,5,12,19
253,P09-R01-PastaSalad,21938,21964,5,23,32
254,P12-R02-TurkeySandwich,13942,14027,1,1,1
255,P13-R01-PastaSalad,44989,45025,5,16,21
257,P09-R02-TurkeySandwich,11169,11238,5,37,74
258,P04-R06-GreekSalad,7217,7256,1,5,6
263,P21-R05-Cheeseburger,4090,4141,1,25,37
265,P07-R01-PastaSalad,54320,54354,2,31,93
269,P18-R03-BaconAndEggs,27840,28040,8,18,23
273,P10-R05-Cheeseburger,16790,16870,8,22,31
274,P05-R02-TurkeySandwich,11001,11098,2,6,7
275,P10-R01-PastaSalad,52349,52406,2,17,22
278,P17-R03-BaconAndEggs,13617,13689,8,20,49
279,OP03-R05-Cheeseburger,2557,2627,5,24,34
281,P26-R05-Cheeseburger,13720,13786,6,8,9
283,P13-R01-PastaSalad,66827,66884,7,6,36
288,P03-R01-PastaSalad,71949,71996,2,13,16
289,P06-R02-TurkeySandwich,7825,7887,2,24,35
294,P16-R03-BaconAndEggs,11277,11331,1,1,1
295,P14-R02-TurkeySandwich,5212,5278,5,21,30
296,P09-R01-PastaSalad,53495,53655,2,17,22
297,P13-R01-PastaSalad,43414,43457,3,7,8
298,P03-R01-PastaSalad,18727,18945,15,46,86
299,P01-R02-TurkeySandwich,2244,2263,5,12,19
302,P15-R01-PastaSalad,24912,25092,3,9,11
308,P05-R01-PastaSalad,21653,21756,8,23,100
309,P22-R03-BaconAndEggs,76089,76203,2,17,22
312,P13-R01-PastaSalad,16062,16124,2,15,63
317,P24-R03-BaconAndEggs,27359,27423,2,2,2
319,P20-R03-BaconAndEggs,29438,29511,2,20,48
320,OP02-R06-GreekSalad,4146,4166,2,3,47
321,P17-R04-ContinentalBreakfast,6012,6038,2,6,7
323,P17-R04-ContinentalBreakfast,13778,13831,7,5,33
326,P07-R01-PastaSalad,3514,3543,2,13,16
327,P02-R03-BaconAndEggs,22311,22356,5,20,28
328,P17-R04-ContinentalBreakfast,27886,27912,5,2,5
329,P09-R01-PastaSalad,34209,34292,3,10,13
338,P09-R01-PastaSalad,20190,20258,1,11,14
339,OP06-R07-Pizza,8456,8502,7,1,10
340,P09-R01-PastaSalad,27522,27740,3,7,8
341,P08-R01-PastaSalad,26446,26594,3,41,76
342,P02-R06-GreekSalad,5715,5768,3,7,8
348,P18-R03-BaconAndEggs,21057,21261,0,0,0
352,P06-R01-PastaSalad,32201,32239,5,28,43
353,P11-R02-TurkeySandwich,12700,12914,1,34,103
354,P18-R04-ContinentalBreakfast,16067,16126,0,0,0
355,P24-R03-BaconAndEggs,33399,33497,1,1,1
356,P05-R01-PastaSalad,15331,15687,3,3,3
361,P19-R03-BaconAndEggs,11740,11873,6,8,9
362,OP02-R03-BaconAndEggs,7585,7627,2,13,16
367,P09-R01-PastaSalad,50158,50188,2,23,44
368,P05-R01-PastaSalad,44738,44779,2,28,41
371,P08-R01-PastaSalad,59026,59076,1,33,57
373,P14-R01-PastaSalad,32302,32706,12,10,64
375,OP05-R03-BaconAndEggs,20072,20098,5,6,12
377,P20-R04-ContinentalBreakfast,3903,3967,0,0,0
383,OP04-R05-Cheeseburger,2186,2240,2,12,15
384,P13-R01-PastaSalad,12180,12291,0,0,0
385,P11-R01-PastaSalad,4278,4480,15,46,86
387,P06-R02-TurkeySandwich,5869,5934,3,3,3
391,P02-R06-GreekSalad,6506,6527,3,7,8
392,P11-R01-PastaSalad,47307,47351,1,25,37
396,P14-R01-PastaSalad,23806,23862,9,26,38
402,P04-R01-PastaSalad,32709,32882,14,36,66
404,P22-R03-BaconAndEggs,63734,63806,5,20,28
405,OP01-R03-BaconAndEggs,4987,6225,14,36,66
406,P22-R03-BaconAndEggs,50366,50412,5,6,12
407,OP03-R01-PastaSalad,7660,7751,0,0,0
408,P12-R01-PastaSalad,27585,27642,3,15,20
411,P22-R03-BaconAndEggs,10323,10437,9,26,38
412,P06-R01-PastaSalad,29404,29659,3,10,13
414,P10-R01-PastaSalad,30949,31498,0,0,0
416,P13-R01-PastaSalad,4720,4864,2,16,29
418,P06-R02-TurkeySandwich,2779,2840,2,6,7
419,P21-R03-BaconAndEggs,31619,31679,2,30,46
421,P06-R01-PastaSalad,28050,28135,3,10,13
423,P09-R02-TurkeySandwich,5949,6030,2,3,47
424,P17-R04-ContinentalBreakfast,26993,27025,4,4,4
425,P01-R02-TurkeySandwich,11199,11285,5,21,30
427,P17-R03-BaconAndEggs,27150,27189,5,24,34
428,P13-R01-PastaSalad,22013,22111,5,2,5
430,P04-R05-Cheeseburger,3499,3583,2,38,83
431,P24-R03-BaconAndEggs,26654,26709,2,2,2
433,OP03-R05-Cheeseburger,23364,23389,5,3,39
434,P06-R02-TurkeySandwich,3332,3362,2,12,15
435,P24-R03-BaconAndEggs,60070,60207,1,5,6
436,P09-R01-PastaSalad,45152,45645,9,50,98
438,OP03-R06-GreekSalad,19799,19834,2,34,58
441,P15-R01-PastaSalad,23627,23675,2,2,2
442,P15-R01-PastaSalad,16991,17129,3,7,8
448,P06-R02-TurkeySandwich,3007,3038,5,6,12
449,P25-R06-GreekSalad,45263,45295,5,31,65
450,P14-R01-PastaSalad,2512,2550,2,40,72
451,OP06-R07-Pizza,5756,5788,2,16,29
453,P21-R06-GreekSalad,16600,16696,3,10,13
455,P17-R04-ContinentalBreakfast,28001,28061,5,13,17
457,P10-R05-Cheeseburger,12277,12305,1,1,1
458,P02-R06-GreekSalad,6086,6104,3,7,8
460,P03-R01-PastaSalad,22891,22921,5,27,60
462,P03-R01-PastaSalad,8745,8814,5,37,74
467,P18-R03-BaconAndEggs,7399,7434,7,5,33
470,OP01-R06-GreekSalad,2632,2665,1,25,37
471,P07-R01-PastaSalad,15351,15385,7,5,33
472,P17-R04-ContinentalBreakfast,8639,8824,1,30,81
473,P05-R01-PastaSalad,16015,16287,3,3,3
476,P02-R01-PastaSalad,16587,16626,3,9,11
479,P14-R01-PastaSalad,40512,40589,2,17,22
480,P22-R03-BaconAndEggs,30577,30618,11,4,27
482,P23-R03-BaconAndEggs,4256,4294,2,13,16
484,P11-R01-PastaSalad,27625,28486,3,9,11
486,P05-R01-PastaSalad,32352,32386,6,8,9
488,P14-R01-PastaSalad,56578,56718,9,13,75
490,P11-R01-PastaSalad,19747,20230,0,0,0
493,P23-R03-BaconAndEggs,49231,49339,1,1,1
494,P06-R01-PastaSalad,15003,15045,3,3,3
495,P13-R01-PastaSalad,52412,52471,2,27,40
497,P22-R03-BaconAndEggs,69142,69188,7,5,33
498,OP04-R02-TurkeySandwich,7435,7482,7,6,36
499,P21-R04-ContinentalBreakfast,16557,17076,0,0,0
500,P17-R03-BaconAndEggs,8190,8214,0,0,0
501,P01-R02-TurkeySandwich,3792,3841,5,34,90
503,OP05-R03-BaconAndEggs,16518,16540,2,16,29
504,P13-R01-PastaSalad,72966,73010,2,32,52
507,OP06-R04-ContinentalBreakfast,8272,8334,5,6,12
508,P19-R04-ContinentalBreakfast,13018,13068,5,13,17
509,P26-R05-Cheeseburger,45332,45531,9,20,62
512,OP01-R02-TurkeySandwich,14081,14128,5,14,18
513,P14-R02-TurkeySandwich,4737,4926,12,21,42
514,P07-R01-PastaSalad,64979,65049,2,2,2
515,P15-R01-PastaSalad,14640,14685,3,7,8
516,P23-R03-BaconAndEggs,49339,49382,5,6,12
517,P02-R03-BaconAndEggs,25563,25696,2,24,35
519,P25-R06-GreekSalad,35072,35121,2,7,61
521,P08-R01-PastaSalad,9558,9615,3,3,3
523,P03-R01-PastaSalad,65719,65756,5,23,32
534,P08-R01-PastaSalad,22843,22960,3,7,8
537,OP03-R02-TurkeySandwich,4655,4709,1,1,1
539,P10-R01-PastaSalad,12871,12922,0,0,0
540,P23-R03-BaconAndEggs,19495,20067,14,45,85
541,OP01-R06-GreekSalad,21277,21313,14,36,66
545,OP04-R02-TurkeySandwich,4342,4454,2,24,35
548,OP04-R05-Cheeseburger,13101,13119,16,47,89
549,P25-R06-GreekSalad,22661,22741,5,13,17
550,P23-R03-BaconAndEggs,4929,4983,1,5,6
551,P07-R01-PastaSalad,63139,63204,9,31,50
552,P10-R06-GreekSalad,1647,1674,1,5,6
553,P22-R03-BaconAndEggs,77489,77550,9,2,25
560,P17-R03-BaconAndEggs,10981,11055,2,35,59
561,P13-R01-PastaSalad,69115,69194,5,13,17
562,P12-R01-PastaSalad,31889,31950,7,11,77
564,P14-R02-TurkeySandwich,17297,17360,5,6,12
565,P08-R01-PastaSalad,33435,33502,1,11,14
566,P13-R01-PastaSalad,53731,53944,3,10,13
567,OP04-R01-PastaSalad,10115,10148,5,15,70
569,P23-R03-BaconAndEggs,72956,73150,9,26,38
570,OP03-R05-Cheeseburger,2250,2277,2,12,15
571,P20-R03-BaconAndEggs,20056,20139,6,8,9
572,P16-R03-BaconAndEggs,16523,16572,1,5,6
573,P02-R06-GreekSalad,10451,10474,3,21,73
575,OP06-R05-Cheeseburger,10760,10852,2,12,15
577,OP03-R02-TurkeySandwich,8302,8358,5,3,39
578,P07-R01-PastaSalad,49604,49667,2,10,54
581,P18-R04-ContinentalBreakfast,25399,25456,1,1,1
583,OP06-R07-Pizza,5687,5716,5,12,19
585,P09-R01-PastaSalad,28834,28885,3,7,8
587,OP06-R06-GreekSalad,13353,13421,1,1,1
594,P04-R06-GreekSalad,11212,11391,3,7,8
595,P07-R01-PastaSalad,13963,14126,7,11,77
596,P06-R01-PastaSalad,14800,14833,3,3,3
602,P20-R03-BaconAndEggs,7106,7251,1,11,14
603,OP03-R06-GreekSalad,19712,19791,1,11,14
606,P15-R01-PastaSalad,50349,50475,0,0,0
608,P06-R01-PastaSalad,14429,14466,3,3,3
609,OP04-R06-GreekSalad,5384,5418,1,1,1
611,P19-R04-ContinentalBreakfast,15404,15491,5,28,43
613,P26-R05-Cheeseburger,10642,10674,2,43,82
614,P22-R03-BaconAndEggs,48132,48187,7,11,77
615,P19-R04-ContinentalBreakfast,5958,6188,0,0,0
618,P07-R01-PastaSalad,10155,10192,5,13,17
619,P25-R06-GreekSalad,28102,28182,0,0,0
620,P06-R01-PastaSalad,30491,30510,5,14,18
621,P13-R01-PastaSalad,81341,81505,15,46,86
622,P12-R01-PastaSalad,24595,24649,3,7,8
627,P10-R06-GreekSalad,7587,7606,5,14,18
629,P05-R01-PastaSalad,25383,25587,3,7,8
631,P23-R03-BaconAndEggs,26404,26438,5,2,5
633,P04-R06-GreekSalad,29155,29225,0,0,0
634,P13-R01-PastaSalad,46760,46804,2,10,54
636,P06-R01-PastaSalad,38202,38277,0,0,0
641,OP03-R06-GreekSalad,8460,8527,5,21,30
642,P05-R02-TurkeySandwich,14902,14977,0,0,0
643,P09-R01-PastaSalad,19264,19550,14,36,66
644,OP04-R03-BaconAndEggs,16414,16493,15,39,71
645,P02-R04-ContinentalBreakfast,9382,9465,1,30,81
646,P21-R03-BaconAndEggs,34067,34171,7,5,33
647,OP04-R05-Cheeseburger,1882,1916,1,30,81
648,P03-R01-PastaSalad,23241,23334,0,0,0
652,P12-R01-PastaSalad,20222,20568,3,7,8
653,P13-R01-PastaSalad,52285,52359,2,6,7
655,P02-R05-Cheeseburger,28582,28671,2,12,15
656,P22-R03-BaconAndEggs,63108,63184,9,20,62
658,OP04-R01-PastaSalad,25653,25690,5,6,12
659,P06-R01-PastaSalad,10183,10379,0,0,0
661,P25-R06-GreekSalad,16133,16175,5,27,60
664,P25-R06-GreekSalad,58522,58543,2,2,2
666,P18-R04-ContinentalBreakfast,12406,12456,1,5,6
667,P13-R01-PastaSalad,41462,41491,2,2,2
670,P07-R01-PastaSalad,37200,37372,3,9,11
672,P16-R03-BaconAndEggs,36471,36549,2,20,48
673,P10-R01-PastaSalad,9393,9478,0,0,0
676,P14-R01-PastaSalad,34577,34970,3,10,13
678,P11-R02-TurkeySandwich,13018,13089,2,38,83
679,P06-R01-PastaSalad,19142,19169,3,15,20
680,P24-R03-BaconAndEggs,30239,30287,0,0,0
685,P23-R03-BaconAndEggs,5608,5694,5,13,17
689,P02-R06-GreekSalad,6966,7001,9,26,38
690,P08-R01-PastaSalad,52980,53032,18,48,95
694,P22-R03-BaconAndEggs,64493,64578,18,48,95
695,OP04-R03-BaconAndEggs,22672,22692,5,30,51
696,P21-R05-Cheeseburger,7651,7706,1,1,1
697,P17-R04-ContinentalBreakfast,15054,15079,11,4,27
698,P24-R03-BaconAndEggs,14448,14510,2,17,22
701,P05-R01-PastaSalad,9655,9696,5,31,65
704,P11-R01-PastaSalad,17078,17114,3,15,20
705,P17-R04-ContinentalBreakfast,10046,10089,1,11,14
706,P21-R06-GreekSalad,34824,34914,2,17,22
707,P07-R01-PastaSalad,61354,61387,2,2,2
710,P02-R05-Cheeseburger,7932,7969,2,17,22
712,OP01-R04-ContinentalBreakfast,3381,3435,5,13,17
713,P13-R01-PastaSalad,89790,89939,13,29,45
715,P04-R01-PastaSalad,4226,4252,2,23,44
716,P23-R03-BaconAndEggs,5021,5219,5,28,43
717,P18-R03-BaconAndEggs,29964,30023,1,6,24
719,P13-R01-PastaSalad,70747,70794,5,43,101
721,P11-R01-PastaSalad,31503,31612,9,26,38
722,OP04-R01-PastaSalad,10005,10047,2,15,63
725,OP06-R07-Pizza,13747,13772,2,2,2
729,P07-R01-PastaSalad,22997,23037,2,13,16
730,P14-R01-PastaSalad,23335,23374,5,23,32
732,P21-R05-Cheeseburger,22769,23300,9,31,50
734,P22-R03-BaconAndEggs,92121,92191,5,28,43
736,P11-R01-PastaSalad,1476,1554,0,0,0
737,P20-R03-BaconAndEggs,31707,31744,2,32,52
739,P04-R06-GreekSalad,17053,17118,3,7,8
740,P03-R01-PastaSalad,68413,68449,2,2,2
742,P24-R03-BaconAndEggs,13152,13212,0,0,0
743,P22-R03-BaconAndEggs,35046,35086,5,17,87
744,P04-R05-Cheeseburger,14227,14248,2,2,2
746,P01-R02-TurkeySandwich,4161,4190,5,21,30
747,OP06-R07-Pizza,6476,6530,5,16,21
750,P11-R01-PastaSalad,2321,2348,5,14,18
751,P10-R06-GreekSalad,2355,2457,2,21,53
755,P22-R03-BaconAndEggs,29799,29850,5,27,60
757,P23-R03-BaconAndEggs,64005,64242,5,13,17
759,P21-R04-ContinentalBreakfast,17792,17865,5,23,32
762,P03-R01-PastaSalad,15675,15693,5,20,28
763,P08-R01-PastaSalad,7300,7399,3,3,3
764,OP06-R06-GreekSalad,4844,4881,5,2,5
766,OP04-R02-TurkeySandwich,4994,5313,5,3,39
767,OP06-R03-BaconAndEggs,13867,13894,2,12,15
768,P03-R01-PastaSalad,34571,35241,3,9,11
769,P02-R05-Cheeseburger,23587,23704,2,38,83
770,P15-R01-PastaSalad,18265,18313,5,10,91
771,P17-R03-BaconAndEggs,40530,40653,5,20,28
772,P05-R02-TurkeySandwich,7859,8257,3,3,3
773,P20-R04-ContinentalBreakfast,15115,15238,0,0,0
774,OP04-R04-ContinentalBreakfast,14995,15020,5,6,12
775,P10-R05-Cheeseburger,18824,18907,8,22,31
780,P13-R01-PastaSalad,89298,89329,11,4,27
783,P11-R02-TurkeySandwich,15951,16013,16,47,89
785,P24-R03-BaconAndEggs,41039,41176,9,20,62
787,P07-R01-PastaSalad,24153,24189,5,3,39
788,P12-R01-PastaSalad,25143,25424,3,7,8
792,P10-R01-PastaSalad,8364,8445,1,5,6
794,OP04-R04-ContinentalBreakfast,2822,2996,15,46,86
796,P25-R06-GreekSalad,39151,39314,3,21,73
797,OP06-R02-TurkeySandwich,12457,12531,1,1,1
801,P18-R03-BaconAndEggs,25819,26239,8,18,23
805,P22-R03-BaconAndEggs,94343,94390,18,48,95
809,P03-R01-PastaSalad,46774,47569,3,3,3
812,P17-R03-BaconAndEggs,35120,35144,5,20,28
813,P16-R03-BaconAndEggs,29679,29889,14,45,85
815,P25-R06-GreekSalad,14490,14542,7,5,33
816,P20-R03-BaconAndEggs,17757,17820,1,11,14
817,OP06-R07-Pizza,5990,6094,6,49,96
819,OP05-R03-BaconAndEggs,20239,20364,8,18,23
821,P17-R03-BaconAndEggs,7296,7395,17,45,92
827,P07-R01-PastaSalad,27016,27067,5,2,5
828,OP05-R04-ContinentalBreakfast,5591,5631,2,30,46
829,P20-R03-BaconAndEggs,22829,22885,1,1,1
831,P17-R03-BaconAndEggs,13872,14079,0,0,0
832,P13-R01-PastaSalad,23175,23362,0,0,0
834,P11-R01-PastaSalad,24258,24582,3,9,11
835,P20-R03-BaconAndEggs,8371,8485,5,13,17
838,P18-R03-BaconAndEggs,23155,23192,1,1,1
839,P14-R01-PastaSalad,9110,9138,4,4,4
842,P21-R06-GreekSalad,21395,21483,2,13,16
845,OP03-R07-Pizza,11763,11784,5,35,105
846,P05-R02-TurkeySandwich,3883,3922,2,21,53
850,OP05-R04-ContinentalBreakfast,7442,7480,5,30,51
851,P05-R01-PastaSalad,4863,4966,8,23,100
855,P20-R03-BaconAndEggs,33074,33132,5,20,28
857,P03-R01-PastaSalad,21012,21052,2,10,54
858,P19-R03-BaconAndEggs,20453,20655,8,20,49
860,P20-R04-ContinentalBreakfast,24452,24556,2,23,44
864,P02-R05-Cheeseburger,21228,21332,8,22,31
865,OP04-R04-ContinentalBreakfast,3465,3516,1,6,24
866,P07-R01-PastaSalad,14192,14263,1,11,14
872,P13-R01-PastaSalad,45767,45865,12,10,64
873,OP01-R06-GreekSalad,22182,22217,2,6,7
875,P21-R04-ContinentalBreakfast,13141,13718,10,19,26
876,P22-R03-BaconAndEggs,56449,56512,2,2,2
878,P02-R05-Cheeseburger,12393,12496,2,17,22
881,P22-R03-BaconAndEggs,75988,76044,11,4,27
882,OP04-R01-PastaSalad,9952,9974,5,2,5
884,P24-R03-BaconAndEggs,19198,19243,5,34,90
885,P10-R05-Cheeseburger,7853,7876,2,21,53
887,P02-R06-GreekSalad,17906,17926,7,1,10
888,P11-R01-PastaSalad,33243,33822,0,0,0
896,P02-R01-PastaSalad,22588,22603,3,15,20
898,P04-R05-Cheeseburger,17822,17872,1,1,1
901,OP03-R06-GreekSalad,20704,20841,1,6,24
902,P13-R01-PastaSalad,37185,37213,2,16,29
905,P13-R01-PastaSalad,5498,5612,2,2,2
906,OP01-R05-Cheeseburger,15694,15731,2,6,7
909,P11-R01-PastaSalad,66329,66951,9,31,50
911,P11-R02-TurkeySandwich,16643,16658,2,32,52
912,P21-R06-GreekSalad,6956,6998,4,4,4
914,P12-R01-PastaSalad,32085,32119,2,31,93
915,P25-R06-GreekSalad,23474,23523,5,16,21
917,P22-R03-BaconAndEggs,34664,34709,4,4,4
918,P16-R03-BaconAndEggs,31407,31506,0,0,0
919,OP03-R06-GreekSalad,21150,21171,5,6,12
923,P22-R03-BaconAndEggs,69203,69272,1,5,6
924,P06-R01-PastaSalad,14865,14915,3,3,3
927,P13-R01-PastaSalad,91999,92050,5,14,18
929,P02-R03-BaconAndEggs,22418,22450,2,24,35
930,P14-R01-PastaSalad,56332,56428,9,50,98
931,P10-R05-Cheeseburger,24441,24471,5,2,5
932,P22-R03-BaconAndEggs,74475,74517,13,29,45
933,OP03-R06-GreekSalad,4656,4704,5,21,30
940,P04-R01-PastaSalad,42643,42718,2,7,61
941,P04-R06-GreekSalad,26735,27064,1,34,103
943,P08-R01-PastaSalad,9400,9455,3,3,3
947,OP04-R05-Cheeseburger,3595,3713,1,35,94
950,P07-R01-PastaSalad,67003,67036,2,2,2
951,P13-R01-PastaSalad,71290,71331,2,2,2
952,P06-R01-PastaSalad,10732,10790,2,13,16
955,P02-R06-GreekSalad,14214,14324,9,26,38
956,P24-R03-BaconAndEggs,21038,21066,2,45,102
960,OP03-R05-Cheeseburger,13063,13142,8,22,31
961,P12-R01-PastaSalad,25561,25688,3,7,8
963,OP06-R04-ContinentalBreakfast,8253,8271,2,6,7
964,P20-R04-ContinentalBreakfast,2139,2198,1,5,6
966,P02-R04-ContinentalBreakfast,2566,2635,2,28,41
967,P11-R02-TurkeySandwich,6131,6445,12,21,42
969,P01-R01-PastaSalad,4598,4815,0,0,0
970,P25-R06-GreekSalad,26240,26290,2,31,93
971,P02-R03-BaconAndEggs,12780,12883,2,23,44
972,P14-R01-PastaSalad,3073,3125,2,40,72
973,P04-R05-Cheeseburger,23223,23318,2,24,35
